,GISJOIN,REGION,POP
786,G06000104403342,Bay Area,2105
787,G06000104403351,Bay Area,3363
788,G06000104403352,Bay Area,3688
789,G06000104403361,Bay Area,1921
790,G06000104403362,Bay Area,2516
791,G06000104411001,Bay Area,2559
792,G06000104411002,Bay Area,2066
793,G06000104412001,Bay Area,2889
794,G06000104412002,Bay Area,1290
795,G06000104412003,Bay Area,3098
796,G06000104413011,Bay Area,770
797,G06000104413012,Bay Area,2531
798,G06000104413021,Bay Area,2027
799,G06000104413022,Bay Area,1379
800,G06000104413023,Bay Area,1146
801,G06000104413024,Bay Area,1385
802,G06000104414011,Bay Area,1838
803,G06000104414012,Bay Area,2644
804,G06000104414013,Bay Area,1013
805,G06000104414014,Bay Area,2587
806,G06000104414021,Bay Area,1734
807,G06000104414022,Bay Area,2575
808,G06000104414023,Bay Area,1098
809,G06000104415011,Bay Area,3512
810,G06000104415012,Bay Area,3034
811,G06000104415031,Bay Area,6275
812,G06000104415032,Bay Area,1738
813,G06000104415211,Bay Area,2241
814,G06000104415212,Bay Area,1710
815,G06000104415213,Bay Area,1461
816,G06000104415214,Bay Area,763
817,G06000104415221,Bay Area,1305
818,G06000104415222,Bay Area,2020
819,G06000104415223,Bay Area,1908
820,G06000104415231,Bay Area,1804
821,G06000104415232,Bay Area,1311
822,G06000104415233,Bay Area,1303
823,G06000104415241,Bay Area,2545
824,G06000104415242,Bay Area,1670
825,G06000104416011,Bay Area,622
826,G06000104416012,Bay Area,2845
827,G06000104416013,Bay Area,1515
828,G06000104416021,Bay Area,3197
829,G06000104416022,Bay Area,1077
830,G06000104416023,Bay Area,2786
831,G06000104416024,Bay Area,1053
832,G06000104417001,Bay Area,2273
833,G06000104417002,Bay Area,2250
834,G06000104417003,Bay Area,1018
835,G06000104417004,Bay Area,2986
836,G06000104418001,Bay Area,2085
837,G06000104418002,Bay Area,1817
838,G06000104418003,Bay Area,2613
839,G06000104418004,Bay Area,1028
840,G06000104419211,Bay Area,1301
841,G06000104419212,Bay Area,2608
842,G06000104419231,Bay Area,1181
843,G06000104419232,Bay Area,1618
844,G06000104419233,Bay Area,3451
845,G06000104419241,Bay Area,2124
846,G06000104419242,Bay Area,1767
847,G06000104419243,Bay Area,2381
848,G06000104419244,Bay Area,1209
849,G06000104419251,Bay Area,3681
850,G06000104419252,Bay Area,3610
851,G06000104419261,Bay Area,2539
852,G06000104419262,Bay Area,2056
853,G06000104419271,Bay Area,3079
854,G06000104419272,Bay Area,1413
855,G06000104420001,Bay Area,2148
856,G06000104420002,Bay Area,1271
857,G06000104421001,Bay Area,2188
858,G06000104421002,Bay Area,3274
859,G06000104422001,Bay Area,2432
860,G06000104422002,Bay Area,2296
861,G06000104422003,Bay Area,1544
862,G06000104422004,Bay Area,1201
863,G06000104423011,Bay Area,1996
864,G06000104423012,Bay Area,1158
865,G06000104423013,Bay Area,2342
866,G06000104423021,Bay Area,2649
867,G06000104423022,Bay Area,2019
868,G06000104423023,Bay Area,1698
869,G06000104424001,Bay Area,1199
870,G06000104424002,Bay Area,1986
871,G06000104424003,Bay Area,1600
872,G06000104424004,Bay Area,2037
873,G06000104425001,Bay Area,2467
874,G06000104425002,Bay Area,1674
875,G06000104425003,Bay Area,1879
876,G06000104425004,Bay Area,1354
877,G06000104426011,Bay Area,1405
878,G06000104426012,Bay Area,2755
879,G06000104426021,Bay Area,2570
880,G06000104426022,Bay Area,2489
881,G06000104427001,Bay Area,992
882,G06000104427002,Bay Area,1157
883,G06000104427003,Bay Area,899
884,G06000104428001,Bay Area,2952
885,G06000104429001,Bay Area,2312
886,G06000104429002,Bay Area,1439
887,G06000104429003,Bay Area,3104
888,G06000104429004,Bay Area,906
889,G06000104430011,Bay Area,2891
890,G06000104430021,Bay Area,1760
891,G06000104430022,Bay Area,2594
892,G06000104430023,Bay Area,2576
893,G06000104431021,Bay Area,1164
894,G06000104431022,Bay Area,917
895,G06000104431023,Bay Area,1692
896,G06000104431024,Bay Area,1292
897,G06000104431031,Bay Area,1229
898,G06000104431032,Bay Area,2878
899,G06000104431041,Bay Area,1517
900,G06000104431042,Bay Area,1248
901,G06000104431043,Bay Area,2855
902,G06000104431051,Bay Area,1719
903,G06000104431052,Bay Area,3066
904,G06000104432001,Bay Area,2788
905,G06000104432002,Bay Area,1265
906,G06000104433011,Bay Area,1206
907,G06000104433012,Bay Area,3149
908,G06000104433211,Bay Area,688
909,G06000104433212,Bay Area,2680
910,G06000104433221,Bay Area,1958
911,G06000104433222,Bay Area,1350
912,G06000104441001,Bay Area,3079
913,G06000104441002,Bay Area,1353
914,G06000104441003,Bay Area,1653
915,G06000104441004,Bay Area,1471
916,G06000104442001,Bay Area,1672
917,G06000104442002,Bay Area,2584
918,G06000104442003,Bay Area,2856
919,G06000104443011,Bay Area,2000
920,G06000104443012,Bay Area,1973
921,G06000104443021,Bay Area,2356
922,G06000104443022,Bay Area,2829
923,G06000104444001,Bay Area,960
924,G06000104444002,Bay Area,2413
925,G06000104444003,Bay Area,2104
926,G06000104445001,Bay Area,606
927,G06000104445002,Bay Area,1563
928,G06000104445003,Bay Area,2365
929,G06000104445004,Bay Area,2984
930,G06000104446011,Bay Area,2207
931,G06000104446012,Bay Area,3580
932,G06000104446021,Bay Area,3000
933,G06000104446022,Bay Area,1563
934,G06000104501011,Bay Area,5750
935,G06000104501021,Bay Area,1663
936,G06000104501022,Bay Area,147
937,G06000104501023,Bay Area,3854
938,G06000104502001,Bay Area,1317
939,G06000104502002,Bay Area,2149
940,G06000104502003,Bay Area,1778
941,G06000104503001,Bay Area,1960
942,G06000104503002,Bay Area,3252
943,G06000104504001,Bay Area,2071
944,G06000104504002,Bay Area,1486
945,G06000104504003,Bay Area,3729
946,G06000104505011,Bay Area,643
947,G06000104505012,Bay Area,2513
948,G06000104505021,Bay Area,2446
949,G06000104505022,Bay Area,3044
950,G06000104506011,Bay Area,560
951,G06000104506012,Bay Area,3081
952,G06000104506021,Bay Area,959
953,G06000104506022,Bay Area,1948
954,G06000104506023,Bay Area,2585
955,G06000104506024,Bay Area,834
956,G06000104506025,Bay Area,3939
957,G06000104506031,Bay Area,1071
958,G06000104506032,Bay Area,907
959,G06000104506033,Bay Area,1795
960,G06000104506034,Bay Area,1382
961,G06000104506041,Bay Area,1272
962,G06000104506042,Bay Area,2347
963,G06000104506043,Bay Area,1181
964,G06000104506044,Bay Area,705
965,G06000104506051,Bay Area,1515
966,G06000104506052,Bay Area,950
967,G06000104506053,Bay Area,1428
968,G06000104506061,Bay Area,2200
969,G06000104506062,Bay Area,1882
970,G06000104506063,Bay Area,2172
971,G06000104506071,Bay Area,3450
972,G06000104506072,Bay Area,2267
973,G06000104507011,Bay Area,1143
974,G06000104507012,Bay Area,1221
975,G06000104507013,Bay Area,3512
976,G06000104507014,Bay Area,2720
977,G06000104507411,Bay Area,2286
978,G06000104507412,Bay Area,1653
979,G06000104507413,Bay Area,1913
980,G06000104507421,Bay Area,2077
981,G06000104507422,Bay Area,1596
982,G06000104507423,Bay Area,1763
983,G06000104507431,Bay Area,2645
984,G06000104507432,Bay Area,4039
985,G06000104507441,Bay Area,3446
986,G06000104507442,Bay Area,2827
987,G06000104507451,Bay Area,3578
988,G06000104507452,Bay Area,3134
989,G06000104507461,Bay Area,2704
990,G06000104507462,Bay Area,821
991,G06000104507501,Bay Area,5630
992,G06000104507511,Bay Area,11119
993,G06000104507521,Bay Area,7343
994,G06000104511011,Bay Area,2979
995,G06000104511012,Bay Area,2876
996,G06000104511013,Bay Area,1301
997,G06000104511014,Bay Area,0
998,G06000104511015,Bay Area,1536
999,G06000104511021,Bay Area,1121
1000,G06000104511022,Bay Area,2882
1001,G06000104512011,Bay Area,3396
1002,G06000104512012,Bay Area,2531
1003,G06000104512013,Bay Area,1768
1004,G06000104512021,Bay Area,3216
1005,G06000104512022,Bay Area,957
1006,G06000104512023,Bay Area,1015
1007,G06000104513001,Bay Area,3474
1008,G06000104513002,Bay Area,1433
1009,G06000104513003,Bay Area,1996
1010,G06000104514011,Bay Area,1686
1011,G06000104514012,Bay Area,2502
1012,G06000104514013,Bay Area,2003
1013,G06000104514031,Bay Area,928
1014,G06000104514032,Bay Area,1380
1015,G06000104514041,Bay Area,1722
1016,G06000104514042,Bay Area,1802
1017,G06000104514043,Bay Area,3570
1018,G06000104515011,Bay Area,1818
1019,G06000104515012,Bay Area,2875
1020,G06000104515031,Bay Area,3615
1021,G06000104515032,Bay Area,1112
1022,G06000104515033,Bay Area,633
1023,G06000104515034,Bay Area,822
1024,G06000104515041,Bay Area,1709
1025,G06000104515051,Bay Area,1247
1026,G06000104515052,Bay Area,2171
1027,G06000104515061,Bay Area,2083
1028,G06000104515062,Bay Area,1302
1029,G06000104516011,Bay Area,1504
1030,G06000104516012,Bay Area,3858
1031,G06000104516021,Bay Area,2396
1032,G06000104516022,Bay Area,1135
1033,G06000104516023,Bay Area,1745
1034,G06000104516024,Bay Area,1533
1035,G06000104517011,Bay Area,1002
1036,G06000104517012,Bay Area,1298
1037,G06000104517013,Bay Area,812
1038,G06000104517031,Bay Area,1667
1039,G06000104517032,Bay Area,2413
1040,G06000104517041,Bay Area,1214
1041,G06000104517042,Bay Area,2498
1042,G06000104517043,Bay Area,807
1043,G06000109819001,Bay Area,58
1044,G06000109820001,Bay Area,63
1045,G06000109832001,Bay Area,583
1046,G06000300100001,Sierra Nevada,262
1047,G06000300100002,Sierra Nevada,777
1048,G06000500001011,Sierra Nevada,1390
1049,G06000500001012,Sierra Nevada,923
1050,G06000500001013,Sierra Nevada,563
1051,G06000500001014,Sierra Nevada,1032
1052,G06000500001021,Sierra Nevada,1087
1053,G06000500001022,Sierra Nevada,895
1054,G06000500002001,Sierra Nevada,1079
1055,G06000500002002,Sierra Nevada,1240
1056,G06000500002003,Sierra Nevada,1126
1057,G06000500002004,Sierra Nevada,671
1058,G06000500002005,Sierra Nevada,632
1059,G06000500003011,Central Valley,819
1060,G06000500003012,Central Valley,4286
1061,G06000500003031,Sierra Nevada,1958
1062,G06000500003032,Central Valley,3665
1063,G06000500003041,Sierra Nevada,2099
1064,G06000500003042,Central Valley,2498
1065,G06000500004011,Sierra Nevada,1008
1066,G06000500004012,Sierra Nevada,779
1067,G06000500004013,Sierra Nevada,1593
1068,G06000500004014,Sierra Nevada,1295
1069,G06000500004021,Sierra Nevada,1854
1070,G06000500004022,Sierra Nevada,917
1071,G06000500004023,Sierra Nevada,904
1072,G06000500004024,Sierra Nevada,964
1073,G06000500005001,Sierra Nevada,1171
1074,G06000500005002,Sierra Nevada,594
1075,G06000500005003,Sierra Nevada,1387
1076,G06000700001021,Central Valley,1678
1077,G06000700001022,Central Valley,1323
1078,G06000700001023,Central Valley,1031
1079,G06000700001031,Central Valley,5393
1080,G06000700001041,Central Valley,1698
1081,G06000700001042,Central Valley,3060
1082,G06000700001043,Central Valley,759
1083,G06000700002011,Central Valley,721
1084,G06000700002012,Central Valley,627
1085,G06000700002013,Central Valley,898
1086,G06000700002014,Central Valley,1829
1087,G06000700002021,Central Valley,1199
1088,G06000700002022,Central Valley,685
1089,G06000700002023,Central Valley,672
1090,G06000700002024,Central Valley,1147
1091,G06000700003001,Central Valley,905
1092,G06000700003002,Central Valley,2031
1093,G06000700003003,Central Valley,862
1094,G06000700003004,Central Valley,966
1095,G06000700004011,Central Valley,4186
1096,G06000700004021,Central Valley,2915
1097,G06000700004022,Central Valley,2365
1098,G06000700004023,Central Valley,1209
1099,G06000700004024,Central Valley,1484
1100,G06000700005011,Central Valley,775
1101,G06000700005012,Central Valley,1046
1102,G06000700005013,Central Valley,909
1103,G06000700005014,Central Valley,2063
1104,G06000700005021,Central Valley,657
1105,G06000700005022,Central Valley,1154
1106,G06000700005023,Central Valley,1340
1107,G06000700005024,Central Valley,1251
1108,G06000700006011,Central Valley,1163
1109,G06000700006012,Central Valley,739
1110,G06000700006013,Central Valley,1628
1111,G06000700006031,Central Valley,469
1112,G06000700006032,Central Valley,984
1113,G06000700006033,Central Valley,1229
1114,G06000700006034,Central Valley,999
1115,G06000700006041,Central Valley,1076
1116,G06000700006042,Central Valley,976
1117,G06000700006043,Central Valley,714
1118,G06000700006044,Central Valley,752
1119,G06000700006045,Central Valley,727
1120,G06000700007001,Central Valley,826
1121,G06000700007002,Central Valley,1260
1122,G06000700007003,Central Valley,1253
1123,G06000700007004,Central Valley,1287
1124,G06000700008001,Central Valley,1240
1125,G06000700008002,Central Valley,893
1126,G06000700008003,Central Valley,1050
1127,G06000700008004,Central Valley,1522
1128,G06000700008005,Central Valley,510
1129,G06000700008006,Central Valley,449
1130,G06000700009011,Central Valley,2656
1131,G06000700009031,Central Valley,1299
1132,G06000700009032,Central Valley,1055
1133,G06000700009033,Central Valley,2712
1134,G06000700009034,Central Valley,1631
1135,G06000700009041,Central Valley,3099
1136,G06000700009042,Central Valley,3469
1137,G06000700009043,Central Valley,539
1138,G06000700010001,Central Valley,607
1139,G06000700010002,Central Valley,951
1140,G06000700010003,Central Valley,501
1141,G06000700010004,Central Valley,438
1142,G06000700010005,Central Valley,617
1143,G06000700010006,Central Valley,1008
1144,G06000700011001,Central Valley,728
1145,G06000700011002,Central Valley,1276
1146,G06000700011003,Central Valley,1054
1147,G06000700011004,Central Valley,748
1148,G06000700011005,Central Valley,582
1149,G06000700012001,Central Valley,1117
1150,G06000700012002,Central Valley,1148
1151,G06000700012003,Central Valley,791
1152,G06000700012004,Central Valley,650
1153,G06000700013001,Central Valley,989
1154,G06000700013002,Central Valley,1173
1155,G06000700013003,Central Valley,969
1156,G06000700013004,Central Valley,558
1157,G06000700014001,Central Valley,2235
1158,G06000700014002,Central Valley,1553
1159,G06000700014003,Central Valley,1371
1160,G06000700014004,Central Valley,929
1161,G06000700015001,Central Valley,1318
1162,G06000700015002,Central Valley,1601
1163,G06000700015003,Central Valley,1747
1164,G06000700015004,Central Valley,791
1165,G06000700015005,Central Valley,377
1166,G06000700016001,Central Valley,1061
1167,G06000700016002,Central Valley,755
1168,G06000700016003,Central Valley,1060
1169,G06000700016004,Central Valley,1877
1170,G06000700017021,Central Valley,851
1171,G06000700017022,Central Valley,1172
1172,G06000700017023,Central Valley,2246
1173,G06000700017024,Central Valley,1458
1174,G06000700017031,Central Valley,875
1175,G06000700017032,Central Valley,1856
1176,G06000700017041,Central Valley,940
1177,G06000700017042,Central Valley,780
1178,G06000700017043,Central Valley,1863
1179,G06000700018001,Central Valley,1085
1180,G06000700018002,Central Valley,849
1181,G06000700018003,Central Valley,683
1182,G06000700018004,Central Valley,840
1183,G06000700018005,Central Valley,899
1184,G06000700019001,Central Valley,463
1185,G06000700019002,Central Valley,870
1186,G06000700019003,Central Valley,615
1187,G06000700019004,Central Valley,677
1188,G06000700020001,Central Valley,931
1189,G06000700020002,Central Valley,606
1190,G06000700020003,Central Valley,490
1191,G06000700020004,Central Valley,1119
1192,G06000700020005,Central Valley,1107
1193,G06000700020006,Central Valley,721
1194,G06000700021001,Central Valley,527
1195,G06000700021002,Central Valley,1023
1196,G06000700021003,Central Valley,652
1197,G06000700021004,Central Valley,625
1198,G06000700021005,Central Valley,776
1199,G06000700022001,Central Valley,1701
1200,G06000700022002,Central Valley,1695
1201,G06000700022003,Central Valley,568
1202,G06000700022004,Central Valley,1174
1203,G06000700023001,Central Valley,822
1204,G06000700023002,Central Valley,448
1205,G06000700023003,Central Valley,964
1206,G06000700023004,Central Valley,1208
1207,G06000700023005,Central Valley,821
1208,G06000700024001,Central Valley,659
1209,G06000700024002,Central Valley,757
1210,G06000700024003,Central Valley,1095
1211,G06000700024004,Central Valley,1088
1212,G06000700024005,Central Valley,1061
1213,G06000700025001,Central Valley,729
1214,G06000700025002,Central Valley,1652
1215,G06000700025003,Central Valley,2110
1216,G06000700025004,Central Valley,1455
1217,G06000700026011,Central Valley,805
1218,G06000700026012,Central Valley,762
1219,G06000700026013,Central Valley,1032
1220,G06000700026021,Central Valley,1095
1221,G06000700026022,Central Valley,1892
1222,G06000700026023,Central Valley,641
1223,G06000700027001,Central Valley,677
1224,G06000700027002,Central Valley,1106
1225,G06000700027003,Central Valley,696
1226,G06000700027004,Central Valley,996
1227,G06000700027005,Central Valley,1309
1228,G06000700027006,Central Valley,1169
1229,G06000700028001,Central Valley,689
1230,G06000700028002,Central Valley,317
1231,G06000700028003,Central Valley,1536
1232,G06000700028004,Central Valley,421
1233,G06000700028005,Central Valley,920
1234,G06000700029001,Central Valley,1596
1235,G06000700029002,Central Valley,1311
1236,G06000700030011,Central Valley,766
1237,G06000700030012,Central Valley,256
1238,G06000700030013,Central Valley,743
1239,G06000700030014,Central Valley,788
1240,G06000700030021,Central Valley,756
1241,G06000700030022,Central Valley,652
1242,G06000700030023,Central Valley,840
1243,G06000700030024,Central Valley,910
1244,G06000700031001,Central Valley,1471
1245,G06000700031002,Central Valley,802
1246,G06000700031003,Central Valley,991
1247,G06000700031004,Central Valley,1309
1248,G06000700032001,Central Valley,1031
1249,G06000700032002,Central Valley,1774
1250,G06000700032003,Central Valley,1405
1251,G06000700033001,Central Valley,1900
1252,G06000700033002,Central Valley,911
1253,G06000700033003,Central Valley,1272
1254,G06000700034001,Central Valley,1724
1255,G06000700034002,Central Valley,1957
1256,G06000700035011,Central Valley,926
1257,G06000700035012,Central Valley,993
1258,G06000700035013,Central Valley,863
1259,G06000700035014,Central Valley,991
1260,G06000700035021,Central Valley,1027
1261,G06000700035022,Central Valley,1287
1262,G06000700035023,Central Valley,1037
1263,G06000700035024,Central Valley,1144
1264,G06000700036001,Central Valley,934
1265,G06000700036002,Central Valley,1465
1266,G06000700036003,Central Valley,1803
1267,G06000700037001,Central Valley,1548
1268,G06000700037002,Central Valley,1036
1269,G06000700037003,Central Valley,1003
1270,G06000700037004,Central Valley,1302
1271,G06000900001201,Central Valley,4694
1272,G06000900001211,Sierra Nevada,2463
1273,G06000900001212,Sierra Nevada,2020
1274,G06000900001221,Sierra Nevada,1766
1275,G06000900001222,Sierra Nevada,439
1276,G06000900001223,Sierra Nevada,1355
1277,G06000900002101,Sierra Nevada,3100
1278,G06000900002102,Central Valley,2410
1279,G06000900002103,Sierra Nevada,2822
1280,G06000900002104,Central Valley,2768
1281,G06000900002201,Sierra Nevada,1865
1282,G06000900002202,Central Valley,4930
1283,G06000900003001,Sierra Nevada,1165
1284,G06000900003002,Sierra Nevada,1665
1285,G06000900003003,Sierra Nevada,1697
1286,G06000900003004,Sierra Nevada,2117
