OID_,GISJOIN,REGION
11167,G06005900219202,Southern California
11168,G06005900219203,Southern California
11169,G06005900219204,Southern California
11170,G06005900219211,Southern California
11171,G06005900219212,Southern California
11172,G06005900219221,Southern California
11173,G06005900219222,Southern California
11174,G06005900219223,Southern California
11175,G06005900219224,Southern California
11176,G06005900219231,Southern California
11177,G06005900219232,Southern California
11178,G06005900219233,Southern California
11179,G06005900219234,Southern California
11180,G06005900219241,Southern California
11181,G06005900219242,Southern California
11182,G06005900219243,Southern California
11183,G06005900320021,Southern California
11184,G06005900320022,Southern California
11185,G06005900320023,Southern California
11186,G06005900320024,Southern California
11187,G06005900320031,Southern California
11188,G06005900320032,Southern California
11189,G06005900320033,Southern California
11190,G06005900320111,Southern California
11191,G06005900320112,Southern California
11192,G06005900320121,Southern California
11193,G06005900320122,Southern California
11194,G06005900320123,Southern California
11195,G06005900320131,Southern California
11196,G06005900320132,Southern California
11197,G06005900320133,Southern California
11198,G06005900320141,Southern California
11199,G06005900320142,Southern California
11200,G06005900320151,Southern California
11201,G06005900320152,Southern California
11202,G06005900320153,Southern California
11203,G06005900320154,Southern California
11204,G06005900320201,Southern California
11205,G06005900320202,Southern California
11206,G06005900320203,Southern California
11207,G06005900320221,Southern California
11208,G06005900320222,Southern California
11209,G06005900320223,Southern California
11210,G06005900320231,Southern California
11211,G06005900320232,Southern California
11212,G06005900320233,Southern California
11213,G06005900320271,Southern California
11214,G06005900320272,Southern California
11215,G06005900320281,Southern California
11216,G06005900320282,Southern California
11217,G06005900320291,Southern California
11218,G06005900320292,Southern California
11219,G06005900320293,Southern California
11220,G06005900320301,Southern California
11221,G06005900320302,Southern California
11222,G06005900320311,Southern California
11223,G06005900320312,Southern California
11224,G06005900320321,Southern California
11225,G06005900320322,Southern California
11226,G06005900320331,Southern California
11227,G06005900320332,Southern California
11228,G06005900320333,Southern California
11229,G06005900320341,Southern California
11230,G06005900320342,Southern California
11231,G06005900320343,Southern California
11232,G06005900320351,Southern California
11233,G06005900320352,Southern California
11234,G06005900320361,Southern California
11235,G06005900320362,Southern California
11236,G06005900320371,Southern California
11237,G06005900320372,Southern California
11238,G06005900320373,Southern California
11239,G06005900320381,Southern California
11240,G06005900320382,Southern California
11241,G06005900320383,Southern California
11242,G06005900320391,Southern California
11243,G06005900320392,Southern California
11244,G06005900320393,Southern California
11245,G06005900320394,Southern California
11246,G06005900320401,Southern California
11247,G06005900320402,Southern California
11248,G06005900320411,Southern California
11249,G06005900320421,Southern California
11250,G06005900320422,Southern California
11251,G06005900320423,Southern California
11252,G06005900320431,Southern California
11253,G06005900320432,Southern California
11254,G06005900320441,Southern California
11255,G06005900320442,Southern California
11256,G06005900320443,Southern California
11257,G06005900320444,Southern California
11258,G06005900320451,Southern California
11259,G06005900320452,Southern California
11260,G06005900320461,Southern California
11261,G06005900320462,Southern California
11262,G06005900320463,Southern California
11263,G06005900320464,Southern California
11264,G06005900320471,Southern California
11265,G06005900320472,Southern California
11266,G06005900320473,Southern California
11267,G06005900320474,Southern California
11268,G06005900320481,Southern California
11269,G06005900320482,Southern California
11270,G06005900320483,Southern California
11271,G06005900320484,Southern California
11272,G06005900320491,Southern California
11273,G06005900320492,Southern California
11274,G06005900320493,Southern California
11275,G06005900320494,Southern California
11276,G06005900320501,Southern California
11277,G06005900320502,Southern California
11278,G06005900320503,Southern California
11279,G06005900320511,Southern California
11280,G06005900320512,Southern California
11281,G06005900320513,Southern California
11282,G06005900320514,Southern California
11283,G06005900320531,Southern California
11284,G06005900320532,Southern California
11285,G06005900320533,Southern California
11286,G06005900320534,Southern California
11287,G06005900320541,Southern California
11288,G06005900320542,Southern California
11289,G06005900320543,Southern California
11290,G06005900320544,Southern California
11291,G06005900320551,Southern California
11292,G06005900320552,Southern California
11293,G06005900320553,Southern California
11294,G06005900320554,Southern California
11295,G06005900320561,Southern California
11296,G06005900320562,Southern California
11297,G06005900320563,Southern California
11298,G06005900320564,Southern California
11299,G06005900320565,Southern California
11300,G06005900320571,Southern California
11301,G06005900320572,Southern California
11302,G06005900320573,Southern California
11303,G06005900320581,Southern California
11304,G06005900320582,Southern California
11305,G06005900320591,Southern California
11306,G06005900320592,Southern California
11307,G06005900320593,Southern California
11308,G06005900320594,Southern California
11309,G06005900320595,Southern California
11310,G06005900320611,Southern California
11311,G06005900320612,Southern California
11312,G06005900421031,Southern California
11313,G06005900421032,Southern California
11314,G06005900421033,Southern California
11315,G06005900421034,Southern California
11316,G06005900421035,Southern California
11317,G06005900421061,Southern California
11318,G06005900421062,Southern California
11319,G06005900421071,Southern California
11320,G06005900421072,Southern California
11321,G06005900421081,Southern California
11322,G06005900421082,Southern California
11323,G06005900421083,Southern California
11324,G06005900421084,Southern California
11325,G06005900421085,Southern California
11326,G06005900421091,Southern California
11327,G06005900421092,Southern California
11328,G06005900421093,Southern California
11329,G06005900421094,Southern California
11330,G06005900421111,Southern California
11331,G06005900421112,Southern California
11332,G06005900421113,Southern California
11333,G06005900421114,Southern California
11334,G06005900421121,Southern California
11335,G06005900421122,Southern California
11336,G06005900421123,Southern California
11337,G06005900421131,Southern California
11338,G06005900421132,Southern California
11339,G06005900421133,Southern California
11340,G06005900421134,Southern California
11341,G06005900421141,Southern California
11342,G06005900421142,Southern California
11343,G06005900421143,Southern California
11344,G06005900422011,Southern California
11345,G06005900422012,Southern California
11346,G06005900422013,Southern California
11347,G06005900422014,Southern California
11348,G06005900422015,Southern California
11349,G06005900422031,Southern California
11350,G06005900422032,Southern California
11351,G06005900422033,Southern California
11352,G06005900422034,Southern California
11353,G06005900422035,Southern California
11354,G06005900422036,Southern California
11355,G06005900422051,Southern California
11356,G06005900422052,Southern California
11357,G06005900422053,Southern California
11358,G06005900422054,Southern California
11359,G06005900422061,Southern California
11360,G06005900422062,Southern California
11361,G06005900423051,Southern California
11362,G06005900423052,Southern California
11363,G06005900423053,Southern California
11364,G06005900423071,Southern California
11365,G06005900423072,Southern California
11366,G06005900423073,Southern California
11367,G06005900423074,Southern California
11368,G06005900423075,Southern California
11369,G06005900423101,Southern California
11370,G06005900423102,Southern California
11371,G06005900423103,Southern California
11372,G06005900423104,Southern California
11373,G06005900423105,Southern California
11374,G06005900423106,Southern California
11375,G06005900423111,Southern California
11376,G06005900423112,Southern California
11377,G06005900423113,Southern California
11378,G06005900423114,Southern California
11379,G06005900423121,Southern California
11380,G06005900423122,Southern California
11381,G06005900423123,Southern California
11382,G06005900423124,Southern California
11383,G06005900423131,Southern California
11384,G06005900423132,Southern California
11385,G06005900423133,Southern California
11386,G06005900423134,Southern California
11387,G06005900423135,Southern California
11388,G06005900423151,Southern California
11389,G06005900423152,Southern California
11390,G06005900423153,Southern California
11391,G06005900423154,Southern California
11392,G06005900423155,Southern California
11393,G06005900423171,Southern California
11394,G06005900423172,Southern California
11395,G06005900423173,Southern California
11396,G06005900423191,Southern California
11397,G06005900423192,Southern California
11398,G06005900423201,Southern California
11399,G06005900423202,Southern California
11400,G06005900423203,Southern California
11401,G06005900423204,Southern California
11402,G06005900423231,Southern California
11403,G06005900423232,Southern California
11404,G06005900423233,Southern California
11405,G06005900423234,Southern California
11406,G06005900423241,Southern California
11407,G06005900423242,Southern California
11408,G06005900423243,Southern California
11409,G06005900423244,Southern California
11410,G06005900423251,Southern California
11411,G06005900423252,Southern California
11412,G06005900423261,Southern California
11413,G06005900423262,Southern California
11414,G06005900423271,Southern California
11415,G06005900423272,Southern California
11416,G06005900423273,Southern California
11417,G06005900423281,Southern California
11418,G06005900423282,Southern California
11419,G06005900423291,Southern California
11420,G06005900423292,Southern California
11421,G06005900423293,Southern California
11422,G06005900423301,Southern California
11423,G06005900423302,Southern California
11424,G06005900423303,Southern California
11425,G06005900423311,Southern California
11426,G06005900423312,Southern California
11427,G06005900423313,Southern California
11428,G06005900423321,Southern California
11429,G06005900423322,Southern California
11430,G06005900423323,Southern California
11431,G06005900423331,Southern California
11432,G06005900423332,Southern California
11433,G06005900423341,Southern California
11434,G06005900423342,Southern California
11435,G06005900423343,Southern California
11436,G06005900423344,Southern California
11437,G06005900423351,Southern California
11438,G06005900423352,Southern California
11439,G06005900423361,Southern California
11440,G06005900423362,Southern California
11441,G06005900423371,Southern California
11442,G06005900423372,Southern California
11443,G06005900423373,Southern California
11444,G06005900423381,Southern California
11445,G06005900423382,Southern California
11446,G06005900423391,Southern California
11447,G06005900423392,Southern California
11448,G06005900423393,Southern California
11449,G06005900524041,Southern California
11450,G06005900524081,Southern California
11451,G06005900524082,Southern California
11452,G06005900524083,Southern California
11453,G06005900524084,Southern California
11454,G06005900524101,Southern California
11455,G06005900524102,Southern California
11456,G06005900524103,Southern California
11457,G06005900524104,Southern California
11458,G06005900524111,Southern California
11459,G06005900524112,Southern California
